SOURCE_NUMBER,NAME,RA,DEC,Uncert (arcmin),REDSHIFT,REDSHIFT_FLAG,FLUX_1P4_GHZ,RMAG,XRAY_FLUX,OBJECT_TYPE,LII,BII,FLUX_143_GHZ,GR_PHOTON_FLUX,RO_SPECTRAL_INDEX
2921,[MML2015] 5BZQ J1829-5813,277.301667,-58.231939,0.016666667,1.531,,791,18.8,7.10E-13,QSO RLOUD FLAT RADIO SP.,336.828462,-20.016506,400,,0.764
643,[MML2015] 5BZQ J0425-5754,66.269667,-57.915469,0.016666667,0.886,,112,18.9,2.10E-13,QSO RLOUD FLAT RADIO SP.,267.958113,-41.922752,0,,0.649
136,[MML2015] 5BZQ J0049-5738,12.497958,-57.640747,0.016666667,1.797,,2111,16.5,4.70E-13,QSO RLOUD FLAT RADIO SP.,303.31301,-59.486434,0,5.00E-10,0.685
1236,[MML2015] 5BZU J0904-5735,136.221542,-57.584939,0.016666667,0.695,?,2300,17.9,,BLAZAR UNCERTAIN TYPE,276.116589,-7.040894,399,1.60E-09,0.59
801,[MML2015] 5BZQ J0550-5732,87.53975,-57.540078,0.016666667,2.001,,368,18.8,6.30E-13,QSO RLOUD FLAT RADIO SP.,265.906012,-30.726844,603,,0.706
783,[MML2015] 5BZB J0537-5718,84.453958,-57.308389,0.016666667,,,102,17.2,4.50E-13,BL LAC,265.57052,-32.379665,0,4.00E-10,0.427
3265,[MML2015] 5BZQ J2207-5707,331.975,-57.126858,0.016666667,2.725,,474,16.9,2.00E-13,QSO RLOUD FLAT RADIO SP.,335.306662,-48.433291,0,,0.589
3332,[MML2015] 5BZQ J2239-5701,339.800292,-57.016889,0.016666667,0.569,,344,20.4,2.00E-13,QSO RLOUD FLAT RADIO SP.,331.807357,-52.050986,652,,0.909
2928,[MML2015] 5BZB J1832-5659,278.129042,-56.989078,0.016666667,,,211,17,,BL LAC,338.232802,-20.022373,0,8.00E-10,0.467
155,[MML2015] 5BZU J0058-5659,14.694042,-56.986528,0.016666667,,,485,17.4,1.38E-12,BLAZAR UNCERTAIN TYPE,300.925917,-60.113132,663,6.00E-10,0.639
526,[MML2015] 5BZQ J0325-5629,51.344417,-56.484669,0.016666667,0.862,,28,17.9,1.30E-13,QSO RLOUD FLAT RADIO SP.,270.697977,-49.892544,0,6.00E-10,0.464
983,[MML2015] 5BZQ J0743-5619,115.835292,-56.325828,0.016666667,2.319,,638,19.4,,QSO RLOUD FLAT RADIO SP.,268.811442,-15.585007,0,,0.779
995,[MML2015] 5BZQ J0746-5618,116.742542,-56.309308,0.016666667,1.14,,56,20,,QSO RLOUD FLAT RADIO SP.,269.025963,-15.126053,0,,0.654
2132,[MML2015] 5BZU J1329-5608,202.25475,-56.134058,0.016666667,,,,,6.30E-13,BLAZAR UNCERTAIN TYPE,308.183582,6.35401,930,3.70E-09,
3346,[MML2015] 5BZQ J2246-5607,341.569958,-56.129439,0.016666667,1.325,,510,19.6,4.40E-13,QSO RLOUD FLAT RADIO SP.,331.950209,-53.366367,272,,0.82
1171,[MML2015] 5BZQ J0845-5555,131.456958,-55.924078,0.016666667,0.433,,,19.8,,QSO RLOUD FLAT RADIO SP.,273.146001,-7.990447,297,,0.643
2820,[MML2015] 5BZQ J1732-5553,263.117708,-55.897608,0.016666667,2.154,,172,18.5,,QSO RLOUD FLAT RADIO SP.,335.591034,-12.064978,0,,0.597
391,[MML2015] 5BZQ J0228-5546,37.09,-55.767578,0.016666667,2.464,,352,19.8,,QSO RLOUD FLAT RADIO SP.,278.228988,-56.464795,0,,0.793
490,[MML2015] 5BZQ J0312-5541,48.029958,-55.692997,0.016666667,0.835,,288,18,2.10E-13,QSO RLOUD FLAT RADIO SP.,271.20304,-51.878392,0,,0.667
795,[MML2015] 5BZB J0543-5532,85.988333,-55.535389,0.016666667,0.273,,41,16.5,9.04E-12,BL LAC,263.514977,-31.474208,0,1.90E-09,0.282
3156,[MML2015] 5BZQ J2116-5527,319.12425,-55.455669,0.016666667,1.722,,50,19.1,,QSO RLOUD FLAT RADIO SP.,341.173814,-42.384666,0,,0.612
3331,[MML2015] 5BZQ J2239-5525,339.775125,-55.433169,0.016666667,1.975,,296,19.7,,QSO RLOUD FLAT RADIO SP.,333.899355,-52.993573,0,,0.772
3394,[MML2015] 5BZB J2258-5525,344.578958,-55.426997,0.016666667,0.479,,85,17.9,2.94E-12,BL LAC,330.964244,-55.105491,0,4.00E-10,0.459
2911,[MML2015] 5BZU J1819-5521,274.939167,-55.35575,0.016666667,1.629,,672,19.6,1.40E-13,BLAZAR UNCERTAIN TYPE,339.181987,-17.783459,0,,0.74
3022,[MML2015] 5BZG J1945-5520,296.353958,-55.346939,0.016666667,0.015,,710,11.9,,BL LAC-GALAXY DOMINATED,342.395053,-29.550141,249,,0.205
447,[MML2015] 5BZQ J0253-5441,43.371542,-54.697608,0.016666667,0.539,,964,17.7,8.40E-13,QSO RLOUD FLAT RADIO SP.,272.492469,-54.610094,1317,,0.731
866,[MML2015] 5BZQ J0625-5438,96.467542,-54.6475,0.016666667,2.051,,281,19,1.20E-13,QSO RLOUD FLAT RADIO SP.,263.390267,-25.418897,0,,0.705
730,[MML2015] 5BZB J0506-5435,76.740792,-54.584389,0.016666667,,,18,16.1,5.44E-12,BL LAC,262.420792,-36.774217,0,5.00E-10,0.184
3283,[MML2015] 5BZQ J2216-5424,334.088417,-54.413308,0.016666667,1.899,,86,16.8,,QSO RLOUD FLAT RADIO SP.,338.116321,-50.770287,0,,0.445
792,[MML2015] 5BZQ J0540-5418,85.191,-54.306139,0.016666667,1.185,,387,17.3,2.00E-13,QSO RLOUD FLAT RADIO SP.,262.043747,-31.865545,430,8.00E-10,0.584
874,[MML2015] 5BZQ J0632-5404,98.004792,-54.082639,0.016666667,0.193,,171,16.8,2.15E-12,QSO RLOUD FLAT RADIO SP.,262.994053,-24.422886,0,,0.473
1618,[MML2015] 5BZB J1103-5357,165.967542,-53.950189,0.016666667,,,730,16.4,2.70E-13,BL LAC,287.41767,5.649615,743,6.10E-09,0.505
380,[MML2015] 5BZQ J0223-5347,35.878625,-53.794419,0.016666667,0.569,,184,19.1,,QSO RLOUD FLAT RADIO SP.,276.771698,-58.405489,0,,0.731
3263,[MML2015] 5BZQ J2207-5346,331.932208,-53.776058,0.016666667,1.215,,1799,18.2,5.20E-13,QSO RLOUD FLAT RADIO SP.,339.897532,-49.925845,426,1.20E-09,0.805
531,[MML2015] 5BZQ J0326-5337,51.71225,-53.617058,0.016666667,0.543,,143,17.9,1.70E-13,QSO RLOUD FLAT RADIO SP.,266.59368,-51.098274,0,,0.542
2083,[MML2015] 5BZU J1315-5334,198.767375,-53.576608,0.016666667,,,,18.3,,BLAZAR UNCERTAIN TYPE,306.480725,9.132228,307,1.60E-09,0.547
2832,[MML2015] 5BZQ J1738-5334,264.661667,-53.569439,0.016666667,1.721,,166,15.9,2.10E-13,QSO RLOUD FLAT RADIO SP.,338.101512,-11.643335,0,,0.388
619,[MML2015] 5BZQ J0413-5332,63.306167,-53.533469,0.016666667,1.024,,143,18.1,,QSO RLOUD FLAT RADIO SP.,262.777019,-44.712377,0,1.10E-09,0.575
642,[MML2015] 5BZB J0425-5331,66.26775,-53.532858,0.016666667,,,261,16.1,4.80E-13,BL LAC,262.199003,-43.00231,151,6.00E-10,0.448
2964,[MML2015] 5BZQ J1857-5325,284.251833,-53.416778,0.016666667,0.778,,515,19.1,,QSO RLOUD FLAT RADIO SP.,343.012047,-22.27423,0,,0.767
3553,[MML2015] 5BZQ J2357-5311,359.471958,-53.187139,0.016666667,1.006,,1411,15.6,1.55E-12,QSO RLOUD FLAT RADIO SP.,320.185095,-62.110545,894,,0.602
307,[MML2015] 5BZB J0156-5302,29.241667,-53.033328,0.016666667,,,43,16.8,4.92E-12,BL LAC,282.196511,-61.377041,0,8.00E-10,0.332
999,[MML2015] 5BZQ J0748-5258,117.05275,-52.975497,0.016666667,1.802,,180,17.9,8.00E-14,QSO RLOUD FLAT RADIO SP.,266.044478,-13.452862,0,,0.531
862,[MML2015] 5BZB J0623-5257,95.90775,-52.965558,0.016666667,,,47,17.7,4.20E-13,BL LAC,261.492769,-25.396368,0,,0.404
2123,[MML2015] 5BZB J1326-5256,201.705042,-52.939889,0.016666667,,,,15.8,2.60E-13,BL LAC,308.324318,9.561007,678,3.90E-09,0.44
800,[MML2015] 5BZQ J0549-5246,87.4325,-52.773889,0.016666667,0.447,,140,18.9,5.90E-13,QSO RLOUD FLAT RADIO SP.,260.380918,-30.417773,166,,0.616
340,[MML2015] 5BZB J0209-5229,32.34,-52.489608,0.016666667,,,77,14.5,7.98E-12,BL LAC,278.365853,-60.762457,0,1.50E-09,0.166
3296,[MML2015] 5BZB J2221-5225,335.372042,-52.424328,0.016666667,,,25,16.7,5.43E-12,BL LAC,340.371123,-52.375854,0,7.00E-10,0.278
156,[MML2015] 5BZB J0058-5219,14.732708,-52.324469,0.016666667,,,86,20.2,,BL LAC,300.245987,-64.764688,0,,0.822
3495,[MML2015] 5BZQ J2337-5216,354.3465,-52.272247,0.016666667,1.172,,590,20,,QSO RLOUD FLAT RADIO SP.,326.78913,-61.289849,0,,0.857
516,[MML2015] 5BZQ J0322-5205,50.53425,-52.093058,0.016666667,0.416,,37,17.4,1.62E-12,QSO RLOUD FLAT RADIO SP.,264.923871,-52.425131,0,,0.419
283,[MML2015] 5BZG J0146-5202,26.702417,-52.042639,0.016666667,0.098,,324,11.5,4.90E-13,BL LAC-GALAXY DOMINATED,284.014752,-63.004086,0,,0.107
3074,[MML2015] 5BZQ J2019-5201,304.76825,-52.027639,0.016666667,1.717,,394,18.2,2.90E-13,QSO RLOUD FLAT RADIO SP.,346.653752,-34.31753,0,,0.676
254,[MML2015] 5BZU J0133-5200,23.274,-52.001078,0.016666667,,,352,17.8,8.80E-13,BLAZAR UNCERTAIN TYPE,288.265663,-63.924684,218,,0.661
2786,[MML2015] 5BZQ J1717-5155,259.394375,-51.925558,0.016666667,1.158,,,18.3,,QSO RLOUD FLAT RADIO SP.,337.776116,-8.071652,0,,0.547
615,[MML2015] 5BZQ J0411-5149,62.90475,-51.823169,0.016666667,1.257,,351,16.5,4.70E-13,QSO RLOUD FLAT RADIO SP.,260.518606,-45.374385,0,,0.539
328,[MML2015] 5BZQ J0204-5146,31.212375,-51.783028,0.016666667,1.42,,103,16.1,,QSO RLOUD FLAT RADIO SP.,278.636127,-61.74294,0,,0.41
314,[MML2015] 5BZQ J0159-5143,29.999125,-51.726308,0.016666667,2.39,,88,17.6,,QSO RLOUD FLAT RADIO SP.,279.871757,-62.222951,0,,0.503
63,[MML2015] 5BZB J0022-5140,5.500292,-51.673389,0.016666667,,,20,15.9,3.22E-12,BL LAC,313.698254,-64.835129,0,4.00E-10,0.193
236,[MML2015] 5BZQ J0124-5113,21.238958,-51.221247,0.016666667,1.104,,251,19.6,,QSO RLOUD FLAT RADIO SP.,290.419148,-65.084962,0,,0.764
3517,[MML2015] 5BZQ J2347-5110,356.83275,-51.176689,0.016666667,1.75,,383,21.3,9.00E-14,QSO RLOUD FLAT RADIO SP.,325.395231,-63.064287,0,,0.938
656,[MML2015] 5BZQ J0432-5109,68.088208,-51.156997,0.016666667,0.557,,737,17.3,,QSO RLOUD FLAT RADIO SP.,258.747965,-42.336836,0,,0.634
301,[MML2015] 5BZQ J0154-5107,28.581833,-51.130969,0.016666667,1.582,,447,17.9,,QSO RLOUD FLAT RADIO SP.,280.770041,-63.205654,0,,0.658
497,[MML2015] 5BZB J0314-5104,48.607,-51.075469,0.016666667,,,103,18.4,,BL LAC,264.335718,-53.956507,0,6.00E-10,0.532
345,[MML2015] 5BZU J0210-5101,32.692458,-51.017189,0.016666667,1.003,,3493,14.8,7.50E-13,BLAZAR UNCERTAIN TYPE,276.101734,-61.778157,1297,3.80E-09,0.526
1829,[MML2015] 5BZQ J1204-5055,181.245458,-50.932389,0.016666667,1.083,,50,19.9,,QSO RLOUD FLAT RADIO SP.,295.498645,11.267647,0,,0.637
457,[MML2015] 5BZQ J0258-5052,44.661458,-50.867889,0.016666667,0.834,,741,21.8,2.50E-13,QSO RLOUD FLAT RADIO SP.,266.206396,-56.207953,0,,1.01
2721,[MML2015] 5BZU J1650-5044,252.56925,-50.746719,0.016666667,,,,,,BLAZAR UNCERTAIN TYPE,336.139582,-3.959847,997,7.00E-09,
517,[MML2015] 5BZQ J0322-5042,50.55175,-50.709189,0.016666667,0.651,,42,18.6,5.00E-13,QSO RLOUD FLAT RADIO SP.,262.863047,-53.023078,0,,0.554
693,[MML2015] 5BZQ J0448-5041,72.092917,-50.692719,0.016666667,1.479,,40,19.6,,QSO RLOUD FLAT RADIO SP.,257.749901,-39.883102,0,,0.635
43,[MML2015] 5BZB J0014-5022,3.547625,-50.376358,0.016666667,,,13,18.7,6.98E-12,BL LAC,317.448202,-65.689075,0,6.00E-10,0.409
3434,[MML2015] 5BZB J2315-5018,348.934708,-50.311028,0.016666667,0.808,,234,18.5,4.40E-13,BL LAC,334.671342,-60.507384,0,7.00E-10,0.621
2891,[MML2015] 5BZQ J1808-5011,272.057583,-50.198139,0.016666667,1.606,,316,20.4,1.70E-13,QSO RLOUD FLAT RADIO SP.,343.346436,-14.095769,376,,0.81
3184,[MML2015] 5BZQ J2135-5006,323.833917,-50.114469,0.016666667,2.181,,343,,1.70E-13,QSO RLOUD FLAT RADIO SP.,347.519082,-46.39536,0,9.00E-10,
579,[MML2015] 5BZB J0357-4955,59.250708,-49.930169,0.016666667,0.643,?,215,16.8,2.80E-13,BL LAC,258.691331,-48.081472,0,4.00E-10,0.445
3476,[MML2015] 5BZQ J2329-4955,352.336958,-49.927969,0.016666667,0.518,,558,19.7,8.80E-13,QSO RLOUD FLAT RADIO SP.,331.991841,-62.313576,494,5.70E-09,0.833
3518,[MML2015] 5BZQ J2347-4946,356.931875,-49.774389,0.016666667,0.643,,108,20.2,,QSO RLOUD FLAT RADIO SP.,327.023332,-64.268071,0,,0.794
2877,[MML2015] 5BZQ J1802-4925,270.541,-49.419778,0.016666667,2.286,,664,17.7,,QSO RLOUD FLAT RADIO SP.,343.618595,-12.873653,0,,0.642
3456,[MML2015] 5BZB J2322-4916,350.72675,-49.275028,0.016666667,,,28,17.1,1.57E-12,BL LAC,334.573437,-62.059525,0,3.00E-10,0.321
2596,[MML2015] 5BZB J1603-4904,240.961167,-49.068189,0.016666667,,,1540,18.4,3.80E-13,BL LAC,332.150884,2.5734,0,1.29E-08,0.324
479,[MML2015] 5BZQ J0307-4857,46.892458,-48.953219,0.016666667,0.796,,194,20.7,,QSO RLOUD FLAT RADIO SP.,261.950416,-55.916285,0,,0.864
3055,[MML2015] 5BZB J2009-4849,302.35575,-48.831578,0.016666667,0.071,,1299,11,3.33E-11,BL LAC,350.373091,-32.600728,506,3.80E-09,0.163
3137,[MML2015] 5BZU J2105-4848,316.254792,-48.812919,0.016666667,1.041,,1100,16.9,6.40E-13,BLAZAR UNCERTAIN TYPE,350.392017,-41.739086,208,,0.579
3319,[MML2015] 5BZQ J2235-4835,338.805167,-48.599669,0.016666667,0.51,,1216,19.2,1.35E-12,QSO RLOUD FLAT RADIO SP.,344.487904,-56.064425,623,6.00E-10,0.852
765,[MML2015] 5BZQ J0526-4830,81.569458,-48.510219,0.016666667,1.3,,377,19.4,3.80E-13,QSO RLOUD FLAT RADIO SP.,254.992715,-33.755128,395,1.50E-09,0.77
628,[MML2015] 5BZQ J0421-4818,65.3645,-48.301439,0.016666667,0.527,,267,17.9,,QSO RLOUD FLAT RADIO SP.,255.210303,-44.493364,0,,0.61
822,[MML2015] 5BZB J0604-4817,91.036,-48.290389,0.016666667,,,32,17.3,3.10E-12,BL LAC,255.693136,-27.499163,0,7.00E-10,0.336
581,[MML2015] 5BZQ J0357-4812,59.341292,-48.204219,0.016666667,1.005,,296,16.2,4.40E-13,QSO RLOUD FLAT RADIO SP.,256.156885,-48.450789,0,,0.525
701,[MML2015] 5BZQ J0449-4809,72.414958,-48.161308,0.016666667,1.497,,100,18.9,,QSO RLOUD FLAT RADIO SP.,254.441514,-39.831079,0,,0.628
2927,[MML2015] 5BZQ J1831-4805,277.922667,-48.089169,0.016666667,1.196,,36,17.5,,QSO RLOUD FLAT RADIO SP.,346.957385,-16.748818,0,,0.464
3465,[MML2015] 5BZB J2325-4800,351.362,-48.004669,0.016666667,0.221,,344,15.7,1.38E-12,BL LAC,335.930443,-63.243383,0,9.00E-10,0.446
3206,[MML2015] 5BZB J2146-4748,326.607042,-47.810439,0.016666667,,,38,19.7,2.93E-12,BL LAC,350.23323,-48.690255,0,,0.656
2480,[MML2015] 5BZQ J1514-4748,228.66675,-47.808308,0.016666667,1.551,,,18.4,,QSO RLOUD FLAT RADIO SP.,326.337958,8.447994,748,2.10E-09,0.697
399,[MML2015] 5BZQ J0231-4746,37.799167,-47.769889,0.016666667,0.765,,43,18.2,3.10E-13,QSO RLOUD FLAT RADIO SP.,266.295601,-61.645448,324,,0.581
947,[MML2015] 5BZQ J0728-4745,112.097958,-47.754719,0.016666667,2.282,,376,22.4,,QSO RLOUD FLAT RADIO SP.,259.788692,-13.974623,0,,0.961
1541,[MML2015] 5BZQ J1041-4740,160.435958,-47.666689,0.016666667,2.558,,,17.2,2.50E-13,QSO RLOUD FLAT RADIO SP.,281.441769,9.720356,0,,0.71
406,[MML2015] 5BZQ J0235-4737,38.776708,-47.619608,0.016666667,1.504,,697,17.2,1.03E-12,QSO RLOUD FLAT RADIO SP.,265.217313,-61.210065,0,,0.631
11,[MML2015] 5BZQ J0004-4736,1.1485,-47.605419,0.016666667,0.884,,909,15.9,8.50E-13,QSO RLOUD FLAT RADIO SP.,323.946915,-67.566159,0,9.00E-10,0.564
3475,[MML2015] 5BZQ J2329-4730,352.32375,-47.505308,0.016666667,1.302,,3180,16.5,1.84E-12,QSO RLOUD FLAT RADIO SP.,335.726992,-64.055335,698,4.00E-10,0.715
943,[MML2015] 5BZQ J0726-4728,111.609292,-47.481497,0.016666667,1.686,,490,19.2,1.60E-13,QSO RLOUD FLAT RADIO SP.,259.389863,-14.157602,0,1.10E-09,0.729
3012,[MML2015] 5BZB J1936-4719,294.23375,-47.330558,0.016666667,0.265,,85,16.2,2.56E-12,BL LAC,351.163344,-27.015812,0,7.00E-10,0.319
3128,[MML2015] 5BZQ J2056-4714,314.068167,-47.246558,0.016666667,1.491,,2138,18.3,5.90E-13,QSO RLOUD FLAT RADIO SP.,352.590578,-40.381358,1502,8.60E-09,0.826
238,[MML2015] 5BZB J0125-2549,21.328458,-25.817889,0.016666667,,,166,19.2,,BL LAC,205.033527,-82.30827,0,,0.722
3267,[MML2015] 5BZU J2209-4710,332.317708,-47.166669,0.016666667,0.006,,98,10.3,3.16E-11,BLAZAR UNCERTAIN TYPE,349.588486,-52.580158,291,,-0.014
976,[MML2015] 5BZQ J0741-4709,115.4385,-47.157219,0.016666667,0.765,,396,20.1,2.90E-13,QSO RLOUD FLAT RADIO SP.,260.266746,-11.685379,380,,0.769
3015,[MML2015] 5BZQ J1938-4657,294.60975,-46.957078,0.016666667,0.805,,138,21,1.30E-13,QSO RLOUD FLAT RADIO SP.,351.632182,-27.191047,0,7.00E-10,0.818
706,[MML2015] 5BZQ J0451-4653,72.97225,-46.888858,0.016666667,0.602,,476,19,3.80E-13,QSO RLOUD FLAT RADIO SP.,252.775324,-39.491236,0,,0.769
432,[MML2015] 5BZQ J0246-4651,41.5005,-46.854778,0.016666667,1.385,,1498,17.9,4.20E-13,QSO RLOUD FLAT RADIO SP.,261.827467,-60.093924,569,4.50E-09,0.754
910,[MML2015] 5BZQ J0701-4634,105.393958,-46.576828,0.016666667,0.822,,459,17.8,3.60E-13,QSO RLOUD FLAT RADIO SP.,256.806823,-17.705657,657,1.50E-09,0.665
1668,[MML2015] 5BZQ J1118-4634,169.612292,-46.570828,0.016666667,0.713,,2570,16.5,9.60E-13,QSO RLOUD FLAT RADIO SP.,286.738438,13.35643,625,6.00E-10,0.657
776,[MML2015] 5BZB J0533-4632,83.420042,-46.5375,0.016666667,0.332,,246,19.2,1.30E-13,BL LAC,252.79115,-32.324407,0,,0.719
2977,[MML2015] 5BZQ J1914-4631,288.5575,-46.525528,0.016666667,1.283,,372,18,,QSO RLOUD FLAT RADIO SP.,351.012749,-23.060016,0,,0.658
2047,[MML2015] 5BZQ J1303-4621,195.917792,-46.350639,0.016666667,1.664,,76,,,QSO RLOUD FLAT RADIO SP.,305.132702,16.468829,0,7.00E-10,
24,[MML2015] 5BZQ J0008-4619,2.156417,-46.328,0.016666667,1.85,,109,16.6,,QSO RLOUD FLAT RADIO SP.,323.917465,-69.016915,0,,0.461
709,[MML2015] 5BZQ J0455-4615,73.9615,-46.266308,0.016666667,0.858,,2100,16.8,7.80E-13,QSO RLOUD FLAT RADIO SP.,251.968173,-38.814358,1024,1.40E-09,0.707
309,[MML2015] 5BZQ J0157-4614,29.463,-46.239778,0.016666667,2.287,,224,21.4,7.00E-14,QSO RLOUD FLAT RADIO SP.,272.804172,-66.811966,0,5.00E-10,0.897
3168,[MML2015] 5BZQ J2126-4605,321.627917,-46.096639,0.016666667,1.67,?,1520,17.6,6.20E-13,QSO RLOUD FLAT RADIO SP.,353.5863,-45.642295,442,1.00E-09,0.734
2326,[MML2015] 5BZQ J1425-4604,216.295708,-46.081639,0.016666667,2.032,,397,17.9,,QSO RLOUD FLAT RADIO SP.,319.433074,13.764948,0,,0.629
618,[MML2015] 5BZQ J0412-4604,63.2095,-46.080469,0.016666667,2.223,,439,19.9,,QSO RLOUD FLAT RADIO SP.,252.367118,-46.250718,0,,0.825
74,[MML2015] 5BZB J0026-4601,6.648417,-46.019358,0.016666667,,,38,17.5,8.01E-12,BL LAC CANDIDATE,315.923947,-70.477082,0,,0.411
1987,[MML2015] 5BZQ J1248-4559,192.11875,-45.996439,0.016666667,1.02,,1196,16.7,8.40E-13,QSO RLOUD FLAT RADIO SP.,302.39419,16.872216,242,,0.625
763,[MML2015] 5BZQ J0525-4557,81.380792,-45.965189,0.016666667,1.479,,2126,15.8,4.20E-13,QSO RLOUD FLAT RADIO SP.,251.931224,-33.664446,0,,0.625
744,[MML2015] 5BZQ J0515-4556,78.938458,-45.945358,0.016666667,0.194,,1471,16.3,1.13E-12,QSO RLOUD FLAT RADIO SP.,251.731995,-35.3545,521,4.00E-10,0.605
3554,[MML2015] 5BZQ J2358-4555,359.508958,-45.921808,0.016666667,0.444,,209,18.5,,QSO RLOUD FLAT RADIO SP.,328.836688,-68.427711,0,,0.685
2896,[MML2015] 5BZU J1809-4552,272.491083,-45.878058,0.016666667,0.07,,1271,13.3,1.61E-12,BLAZAR UNCERTAIN TYPE,347.467176,-12.463587,1376,,0.306
2985,[MML2015] 5BZQ J1919-4543,289.8195,-45.727389,0.016666667,2.47,,789,18.8,1.60E-13,QSO RLOUD FLAT RADIO SP.,352.105249,-23.68955,0,,0.772
3479,[MML2015] 5BZQ J2330-4539,352.656958,-45.666139,0.016666667,0.447,,1476,19.3,,QSO RLOUD FLAT RADIO SP.,338.496461,-65.484553,0,,0.845
3180,[MML2015] 5BZQ J2132-4537,323.117958,-45.627278,0.016666667,1.332,,112,18.8,,QSO RLOUD FLAT RADIO SP.,354.066289,-46.731584,0,,0.61
3003,[MML2015] 5BZQ J1932-4536,293.187,-45.610528,0.016666667,0.652,,792,17.1,4.90E-13,QSO RLOUD FLAT RADIO SP.,352.866765,-25.941841,0,,0.654
2920,[MML2015] 5BZQ J1827-4533,276.792667,-45.552778,0.016666667,1.244,,820,17.4,3.00E-13,QSO RLOUD FLAT RADIO SP.,349.074159,-15.049793,0,,0.644
812,[MML2015] 5BZQ J0559-4529,89.798125,-45.4945,0.016666667,0.687,,384,19.1,2.10E-13,QSO RLOUD FLAT RADIO SP.,252.411781,-27.787213,276,,0.742
674,[MML2015] 5BZB J0439-4522,69.7535,-45.372919,0.016666667,,,978,19.5,5.80E-13,BL LAC,250.852954,-41.759286,290,1.10E-09,0.889
3175,[MML2015] 5BZQ J2130-4515,322.718292,-45.262028,0.016666667,2.713,,75,18.9,,QSO RLOUD FLAT RADIO SP.,354.646072,-46.500419,0,,0.581
3077,[MML2015] 5BZB J2022-4513,305.609167,-45.225278,0.016666667,,,141,,,BL LAC,354.925026,-34.478447,0,5.00E-10,
2976,[MML2015] 5BZQ J1913-4503,288.443958,-45.053219,0.016666667,2.559,,60,17.7,,QSO RLOUD FLAT RADIO SP.,352.523829,-22.576245,0,,0.461
658,[MML2015] 5BZB J0433-4502,68.307667,-45.048497,0.016666667,0.324,?,53,18.7,,BL LAC,250.471446,-42.790335,0,,0.657
2346,[MML2015] 5BZB J1431-4501,217.752042,-45.017078,0.016666667,,,612,19.5,,BL LAC,320.819662,14.368465,0,,0.767
546,[MML2015] 5BZB J0335-4459,53.807917,-44.994439,0.016666667,,,19,16.7,1.96E-12,BL LAC,252.699354,-52.917366,0,7.00E-10,0.254
131,[MML2015] 5BZU J0049-4457,12.319167,-44.953058,0.016666667,0.121,,206,15.8,2.31E-12,BLAZAR UNCERTAIN TYPE,304.180789,-72.169952,0,,0.388
539,[MML2015] 5BZQ J0332-4455,53.18375,-44.932497,0.016666667,2.679,,111,17.1,2.00E-13,QSO RLOUD FLAT RADIO SP.,252.789358,-53.360041,0,7.00E-10,0.48
1631,[MML2015] 5BZQ J1107-4449,166.786208,-44.818778,0.016666667,1.598,,2595,16.8,7.30E-13,QSO RLOUD FLAT RADIO SP.,284.170741,14.220252,1249,9.00E-10,0.702
3186,[MML2015] 5BZB J2136-4443,324.076583,-44.730247,0.016666667,,,8,19,1.24E-12,BL LAC,355.240857,-47.520656,0,,0.399
2598,[MML2015] 5BZB J1604-4441,241.12925,-44.692219,0.016666667,,,,20,4.40E-13,BL LAC,335.155751,5.764504,1232,5.40E-09,0.749
386,[MML2015] 5BZB J0226-4441,36.661917,-44.689558,0.016666667,,,12,19.3,2.46E-12,BL LAC,261.866216,-64.102563,0,4.00E-10,0.487
1406,[MML2015] 5BZQ J1001-4438,150.499583,-44.633497,0.016666667,0.837,,1280,15.9,4.60E-13,QSO RLOUD FLAT RADIO SP.,273.933361,8.489257,0,,0.532
1708,[MML2015] 5BZU J1129-4435,172.382167,-44.597189,0.016666667,0.317,,34,19.2,4.20E-13,BLAZAR UNCERTAIN TYPE,287.922305,15.874208,0,,0.615
3053,[MML2015] 5BZQ J2007-4434,301.979917,-44.578969,0.016666667,0.24,,862,18,2.70E-13,QSO RLOUD FLAT RADIO SP.,355.33097,-31.849925,0,7.00E-10,0.68
2009,[MML2015] 5BZG J1254-4424,193.739583,-44.415719,0.016666667,0.041,,361,9.8,,BL LAC-GALAXY DOMINATED,303.594616,18.451499,0,,-0.049
3314,[MML2015] 5BZQ J2230-4416,337.735167,-44.274969,0.016666667,1.326,,555,19.4,,QSO RLOUD FLAT RADIO SP.,352.23699,-57.089155,222,,0.804
255,[MML2015] 5BZB J0133-4414,23.2765,-44.239278,0.016666667,,,65,18.1,,BL LAC,279.550149,-70.948769,0,5.00E-10,0.483
861,[MML2015] 5BZQ J0623-4413,95.882458,-44.217358,0.016666667,0.688,,766,16.6,6.90E-13,QSO RLOUD FLAT RADIO SP.,252.169015,-23.295661,0,,0.571
2214,[MML2015] 5BZB J1352-4412,208.2355,-44.211219,0.016666667,,,405,18.9,,BL LAC,314.412961,17.285123,348,,0.743
785,[MML2015] 5BZB J0538-4405,84.709792,-44.085808,0.016666667,0.892,,3729,16,2.10E-12,BL LAC,250.082763,-31.089681,5955,3.71E-08,0.64
1611,[MML2015] 5BZQ J1102-4404,165.520083,-44.073028,0.016666667,0.763,,108,18.9,,QSO RLOUD FLAT RADIO SP.,283.003035,14.526214,518,,0.658
