SOURCE_NUMBER,NAME,RA,DEC,Uncert (arcmin),REDSHIFT,REDSHIFT_FLAG,FLUX_1P4_GHZ,RMAG,XRAY_FLUX,OBJECT_TYPE,LII,BII,FLUX_143_GHZ,GR_PHOTON_FLUX,RO_SPECTRAL_INDEX
2826,[MML2015] 5BZB J1735+5650,263.795042,56.839639,0.016666667,0.388,,47,20.1,,BL LAC,85.010417,32.733403,0,,0.679
2916,[MML2015] 5BZB J1824+5651,276.029458,56.850419,0.016666667,0.663,,1412,17.5,1.17E-12,BL LAC,85.738891,26.08138,902,2.60E-09,0.668
2664,[MML2015] 5BZB J1624+5652,246.134042,56.874439,0.016666667,,,259,18,,BL LAC,86.634796,42.276353,145,,0.582
1522,[MML2015] 5BZQ J1035+5652,158.775042,56.882778,0.016666667,1.855,,333,20.1,3.00E-14,QSO RLOUD FLAT RADIO SP.,152.527338,51.68631,0,,0.813
1762,[MML2015] 5BZQ J1148+5654,177.01325,56.903247,0.016666667,0.451,,66,17.9,6.20E-13,QSO RLOUD FLAT RADIO SP.,139.348896,58.158844,0,,0.488
2140,[MML2015] 5BZB J1330+5655,202.6695,56.922278,0.016666667,,,16,19.1,7.70E-13,BL LAC,112.40713,59.396948,0,,0.479
2142,[MML2015] 5BZG J1331+5655,202.762125,56.928278,0.016666667,0.27,,3,18.4,4.70E-13,BL LAC-GALAXY DOMINATED,112.315939,59.376101,0,,0.218
124,[MML2015] 5BZB J0047+5657,11.75175,56.961778,0.016666667,,,190,18.9,,BL LAC,122.32479,-5.904748,0,2.00E-09,0.557
848,[MML2015] 5BZB J0617+5701,94.320458,57.021219,0.016666667,,,463,17,3.10E-13,BL LAC,157.424505,18.094199,0,1.20E-09,0.485
948,[MML2015] 5BZQ J0728+5701,112.20675,57.023439,0.016666667,0.426,,484,14.9,7.10E-13,QSO RLOUD FLAT RADIO SP.,160.181401,27.464551,313,,0.413
2831,[MML2015] 5BZB J1737+5702,264.329708,57.037889,0.016666667,,,12,20.2,,BL LAC,85.249157,32.44372,0,,0.593
2468,[MML2015] 5BZQ J1510+5702,227.512167,57.045389,0.016666667,4.313,,203,20.3,,QSO RLOUD FLAT RADIO SP.,93.25367,51.340257,0,,0.73
2741,[MML2015] 5BZQ J1657+5705,254.33625,57.098189,0.016666667,1.281,,940,17.4,3.30E-13,QSO RLOUD FLAT RADIO SP.,85.739874,37.857248,0,,0.687
2949,[MML2015] 5BZB J1844+5709,281.212292,57.160719,0.016666667,,,162,17.8,,BL LAC,86.732813,23.390042,0,4.00E-10,0.518
1976,[MML2015] 5BZB J1245+5709,191.291667,57.165108,0.016666667,,,84,17,3.30E-13,BL LAC,124.629204,59.942471,0,5.00E-10,0.442
1533,[MML2015] 5BZB J1037+5711,159.434542,57.198808,0.016666667,,,72,16.4,1.48E-12,BL LAC,151.771107,51.782573,0,2.90E-09,0.412
1062,[MML2015] 5BZQ J0811+5714,122.7525,57.236808,0.016666667,0.611,,453,17.8,7.80E-13,QSO RLOUD FLAT RADIO SP.,160.379485,33.183775,0,,0.645
2600,[MML2015] 5BZQ J1604+5714,241.155583,57.243528,0.016666667,0.72,,496,17.8,3.50E-13,QSO RLOUD FLAT RADIO SP.,88.274735,44.735531,346,1.60E-09,0.65
922,[MML2015] 5BZB J0712+5719,108.07875,57.329997,0.016666667,0.095,?,8,20.1,1.29E-12,BL LAC,159.419754,25.311947,0,,0.523
1383,[MML2015] 5BZU J0954+5719,148.7315,57.331328,0.016666667,0.981,,194,18.9,1.60E-13,BLAZAR UNCERTAIN TYPE,156.214342,46.775258,0,,0.564
2696,[MML2015] 5BZQ J1638+5720,249.556042,57.34,0.016666667,0.751,,1199,16.8,1.04E-12,QSO RLOUD FLAT RADIO SP.,86.63895,40.360775,702,,0.686
2778,[MML2015] 5BZG J1715+5724,258.84575,57.411189,0.016666667,0.027,,57,8,7.37E-12,BL LAC-GALAXY DOMINATED,85.806219,35.399077,0,,-0.363
3027,[MML2015] 5BZQ J1951+5727,297.779042,57.454778,0.016666667,0.652,,457,19.3,,QSO RLOUD FLAT RADIO SP.,90.34959,15.135977,0,,0.75
2597,[MML2015] 5BZQ J1603+5730,240.983,57.515108,0.016666667,2.85,,331,17.3,2.70E-13,QSO RLOUD FLAT RADIO SP.,88.678573,44.725435,0,,0.586
1350,[MML2015] 5BZB J0944+5735,146.134708,57.593358,0.016666667,,,2,19.7,1.27E-12,BL LAC,156.686135,45.392476,0,,0.415
2940,[MML2015] 5BZG J1838+5735,279.744,57.594278,0.016666667,0.164,,87,15.4,,BL LAC-GALAXY DOMINATED,86.990467,24.261212,0,,0.285
2510,[MML2015] 5BZB J1530+5736,232.742417,57.606997,0.016666667,,,38,19.4,,BL LAC,91.589663,48.668022,0,4.00E-10,0.596
1080,[MML2015] 5BZB J0816+5739,124.094583,57.652578,0.016666667,,,100,17.3,1.52E-12,BL LAC,159.861928,33.896731,0,1.00E-09,0.421
2109,[MML2015] 5BZG J1324+5739,201.00375,57.654558,0.016666667,0.115,,43,15.8,1.47E-12,BL LAC-GALAXY DOMINATED,114.485113,58.936247,0,,0.262
2663,[MML2015] 5BZQ J1624+5741,246.103333,57.687858,0.016666667,0.789,,523,19.7,7.00E-14,QSO RLOUD FLAT RADIO SP.,87.697135,42.071225,0,,0.833
1401,[MML2015] 5BZB J1000+5746,150.209208,57.769219,0.016666667,0.64,,93,19.3,,BL LAC,155.123964,47.293035,0,,0.594
2043,[MML2015] 5BZU J1302+5748,195.718625,57.810439,0.016666667,1.088,,320,19.5,2.20E-13,BLAZAR UNCERTAIN TYPE,119.952697,59.251608,0,,0.718
2866,[MML2015] 5BZQ J1756+5748,269.015125,57.813328,0.016666667,2.11,,742,18.5,1.60E-13,QSO RLOUD FLAT RADIO SP.,86.27966,29.956795,0,,0.749
2189,[MML2015] 5BZQ J1343+5754,205.990042,57.911808,0.016666667,0.933,,116,19,1.40E-13,QSO RLOUD FLAT RADIO SP.,109.820792,57.859476,0,2.00E-10,0.652
1198,[MML2015] 5BZQ J0854+5757,133.674958,57.958328,0.016666667,1.322,,1102,17.7,2.60E-13,QSO RLOUD FLAT RADIO SP.,158.786738,38.932287,0,,0.727
1354,[MML2015] 5BZB J0945+5757,146.425958,57.96325,0.016666667,0.229,,111,17.1,1.70E-13,BL LAC,156.114883,45.390894,0,6.00E-10,0.482
2413,[MML2015] 5BZG J1451+5800,222.798708,58.000858,0.016666667,0.405,,7,18.8,,BL LAC-GALAXY DOMINATED,97.06198,52.690821,0,,0.318
2313,[MML2015] 5BZB J1422+5801,215.662,58.032078,0.016666667,0.635,,13,18.1,1.55E-11,BL LAC,101.85742,55.205557,0,,0.32
46,[MML2015] 5BZB J0014+5802,3.6755,58.033669,0.016666667,,,8,19,1.28E-12,BL LAC,118.069778,-4.490858,0,,0.171
1421,[MML2015] 5BZQ J1007+5802,151.853667,58.034308,0.016666667,3.35,,186,17.4,,QSO RLOUD FLAT RADIO SP.,154.16324,47.936758,0,,0.541
813,[MML2015] 5BZQ J0559+5804,89.80575,58.067608,0.016666667,0.904,,392,19.1,,QSO RLOUD FLAT RADIO SP.,155.399799,16.299573,0,,0.739
2566,[MML2015] 5BZQ J1551+5806,237.9925,58.112328,0.016666667,1.324,,191,17.1,3.20E-13,QSO RLOUD FLAT RADIO SP.,90.345893,45.958506,0,,0.55
1714,[MML2015] 5BZB J1131+5808,172.827667,58.149669,0.016666667,0.36,,43,16.7,1.80E-13,BL LAC,141.766997,55.95132,0,4.00E-10,0.346
264,[MML2015] 5BZB J0137+5814,24.46025,58.236469,0.016666667,,,171,18.1,3.82E-12,BL LAC,129.024018,-4.085347,0,1.10E-09,0.372
2357,[MML2015] 5BZG J1435+5815,218.941208,58.256939,0.016666667,0.299,,26,18.3,1.22E-12,BL LAC-GALAXY DOMINATED,99.79762,53.932817,0,,0.394
1356,[MML2015] 5BZG J0946+5819,146.560417,58.327108,0.016666667,0.147,,86,12.9,,BL LAC-GALAXY DOMINATED,155.599943,45.310458,0,,0.06
1826,[MML2015] 5BZB J1203+5819,180.980542,58.329308,0.016666667,,,47,18.7,,BL LAC,134.603834,57.709224,0,,0.531
1984,[MML2015] 5BZB J1248+5820,192.078208,58.341308,0.016666667,,,245,15.3,3.99E-12,BL LAC,123.723087,58.782142,0,4.10E-09,0.412
791,[MML2015] 5BZB J0540+5823,85.125,58.393997,0.016666667,,,30,17.5,5.46E-12,BL LAC,153.931586,14.257134,0,8.00E-10,0.304
166,[MML2015] 5BZU J0102+5824,15.690667,58.403078,0.016666667,0.644,?,849,19,7.90E-13,BLAZAR UNCERTAIN TYPE,124.419309,-4.435961,1376,2.80E-09,0.653
1147,[MML2015] 5BZQ J0837+5825,129.343417,58.417308,0.016666667,2.101,,690,17.9,1.10E-13,QSO RLOUD FLAT RADIO SP.,158.660643,36.60587,0,,0.697
2376,[MML2015] 5BZQ J1439+5827,219.9285,58.466439,0.016666667,0.425,,47,18.1,3.70E-13,QSO RLOUD FLAT RADIO SP.,99.388031,53.429584,0,,0.487
1789,[MML2015] 5BZU J1153+5831,178.349917,58.527389,0.016666667,0.202,,52,17.9,1.03E-12,BLAZAR UNCERTAIN TYPE,136.831181,57.007185,0,,0.443
1874,[MML2015] 5BZQ J1217+5835,184.295875,58.590608,0.016666667,2.55,,455,19.1,,QSO RLOUD FLAT RADIO SP.,131.346731,57.974508,0,,0.761
2247,[MML2015] 5BZQ J1401+5835,210.440417,58.595078,0.016666667,1.924,,142,20.4,,QSO RLOUD FLAT RADIO SP.,106.483094,56.230552,0,,0.777
2527,[MML2015] 5BZQ J1534+5839,233.7385,58.656528,0.016666667,1.904,,127,18.2,1.50E-13,QSO RLOUD FLAT RADIO SP.,92.554352,47.686059,0,,0.585
935,[MML2015] 5BZB J0723+5841,110.808458,58.688919,0.016666667,,,16,18.2,6.50E-13,BL LAC CANDIDATE,158.206879,26.970714,0,6.00E-10,0.343
1753,[MML2015] 5BZQ J1146+5848,176.612083,58.809528,0.016666667,1.982,,372,20.5,,QSO RLOUD FLAT RADIO SP.,138.096211,56.364186,0,,0.867
2806,[MML2015] 5BZB J1725+5851,261.395833,58.861058,0.016666667,,,76,17.6,,BL LAC,87.463306,33.964943,0,5.00E-10,0.442
2797,[MML2015] 5BZQ J1722+5856,260.653,58.939528,0.016666667,1.979,,228,19.6,1.00E-13,QSO RLOUD FLAT RADIO SP.,87.584818,34.343449,0,,0.75
1778,[MML2015] 5BZB J1151+5859,177.852792,58.988219,0.016666667,,,185,16,8.10E-13,BL LAC,136.911902,56.48099,0,8.00E-10,0.383
2945,[MML2015] 5BZB J1841+5906,280.334583,59.102278,0.016666667,0.53,,19,18.6,3.10E-13,BL LAC,88.678963,24.293196,0,,0.41
919,[MML2015] 5BZB J0710+5908,107.625208,59.138939,0.016666667,0.125,,91,15.1,1.34E-11,BL LAC,157.404358,25.426429,0,8.00E-10,0.273
1462,[MML2015] 5BZB J1018+5911,154.743917,59.191078,0.016666667,,,98,17.7,1.00E-13,BL LAC,151.49853,48.613638,0,,0.479
1764,[MML2015] 5BZG J1148+5924,177.209792,59.415669,0.016666667,0.011,,481,11.5,4.90E-13,BL LAC-GALAXY DOMINATED,137.123156,55.954397,0,,0.149
1705,[MML2015] 5BZQ J1128+5925,172.055542,59.420778,0.016666667,1.795,,301,19.6,,QSO RLOUD FLAT RADIO SP.,141.137896,54.667725,0,,0.773
1045,[MML2015] 5BZB J0806+5931,121.608,59.518639,0.016666667,,,61,15.7,2.24E-12,BL LAC,157.67291,32.552226,0,,0.245
1186,[MML2015] 5BZQ J0850+5931,132.542667,59.521669,0.016666667,1.71,,19,16.6,,QSO RLOUD FLAT RADIO SP.,156.965192,38.062293,0,,0.303
2481,[MML2015] 5BZQ J1515+5934,228.861167,59.581389,0.016666667,0.622,,123,20.4,1.60E-13,QSO RLOUD FLAT RADIO SP.,95.796462,49.267414,0,,0.734
1794,[MML2015] 5BZQ J1154+5934,178.505708,59.581719,0.016666667,0.871,,104,20.6,,QSO RLOUD FLAT RADIO SP.,135.928631,56.074204,0,,0.791
2271,[MML2015] 5BZB J1409+5939,212.347833,59.661278,0.016666667,0.496,,37,18.8,1.01E-12,BL LAC,105.926124,54.818103,0,,0.475
967,[MML2015] 5BZG J0737+5941,114.375292,59.684219,0.016666667,0.041,,561,11.8,8.00E-13,BL LAC-GALAXY DOMINATED,157.3324,28.902172,0,,0.127
1614,[MML2015] 5BZQ J1102+5941,165.678167,59.688578,0.016666667,1.83,,352,17.1,,QSO RLOUD FLAT RADIO SP.,145.179746,52.487509,0,,0.581
2841,[MML2015] 5BZB J1742+5945,265.633292,59.751889,0.016666667,,,106,17,1.60E-13,BL LAC,88.459311,31.780894,0,5.00E-10,0.426
92,[MML2015] 5BZB J0035+5950,8.96925,59.834528,0.016666667,,,147,17.2,5.41E-12,BL LAC,120.975561,-2.978099,0,2.40E-09,0.284
896,[MML2015] 5BZQ J0650+6001,102.630208,60.029058,0.016666667,0.455,,472,19.8,,QSO RLOUD FLAT RADIO SP.,155.842334,23.155631,0,,0.847
2796,[MML2015] 5BZB J1721+6004,260.319125,60.068439,0.016666667,0.531,,3,19.6,1.80E-13,BL LAC,88.964165,34.429652,0,,0.393
1671,[MML2015] 5BZQ J1119+6004,169.80975,60.082558,0.016666667,2.646,,218,17.1,1.70E-13,QSO RLOUD FLAT RADIO SP.,142.088558,53.481755,0,,0.539
2739,[MML2015] 5BZQ J1656+6012,254.201,60.204558,0.016666667,0.623,,292,18.6,1.60E-13,QSO RLOUD FLAT RADIO SP.,89.627045,37.430428,205,4.00E-10,0.664
3135,[MML2015] 5BZQ J2102+6015,315.667542,60.252719,0.016666667,4.575,?,319,,,QSO RLOUD FLAT RADIO SP.,97.955693,9.011351,0,,
2611,[MML2015] 5BZU J1608+6018,242.085542,60.307828,0.016666667,0.178,,33,16.8,1.10E-12,BLAZAR UNCERTAIN TYPE,91.985473,43.158525,0,,0.36
1134,[MML2015] 5BZQ J0834+6019,128.573083,60.329747,0.016666667,0.72,,190,19.8,1.80E-13,QSO RLOUD FLAT RADIO SP.,156.371246,35.968633,0,,0.762
1508,[MML2015] 5BZQ J1031+6020,157.936458,60.341778,0.016666667,1.23,,321,18,3.70E-13,QSO RLOUD FLAT RADIO SP.,148.639918,49.22944,240,,0.642
1795,[MML2015] 5BZQ J1154+6022,178.518958,60.372469,0.016666667,1.12,,97,19.7,2.30E-13,QSO RLOUD FLAT RADIO SP.,135.368262,55.349166,0,4.00E-10,0.674
888,[MML2015] 5BZU J0645+6024,101.2565,60.4125,0.016666667,0.832,,561,17.6,5.30E-13,BLAZAR UNCERTAIN TYPE,155.248464,22.596081,0,9.00E-10,0.526
1822,[MML2015] 5BZB J1203+6031,180.764583,60.521969,0.016666667,0.065,,191,15.3,7.50E-13,BL LAC,133.449525,55.6074,0,8.00E-10,0.472
1550,[MML2015] 5BZQ J1044+6037,161.075833,60.617169,0.016666667,1.05,,18,19,2.50E-13,QSO RLOUD FLAT RADIO SP.,146.753955,50.220405,0,,0.508
1623,[MML2015] 5BZQ J1104+6038,166.223708,60.648689,0.016666667,1.363,,151,19.2,1.10E-13,QSO RLOUD FLAT RADIO SP.,143.815694,51.942524,0,,0.684
2763,[MML2015] 5BZB J1705+6042,256.395042,60.704389,0.016666667,0.28,,3,18.8,9.80E-13,BL LAC,90.017437,36.280377,0,,0.37
845,[MML2015] 5BZQ J0614+6046,93.599458,60.772719,0.016666667,2.702,,1182,18.8,,QSO RLOUD FLAT RADIO SP.,153.604733,19.147743,0,,0.787
1520,[MML2015] 5BZQ J1033+6051,158.46425,60.852028,0.016666667,1.401,,462,18.5,9.10E-13,QSO RLOUD FLAT RADIO SP.,147.784927,49.107026,746,4.20E-09,0.722
1514,[MML2015] 5BZQ J1032+6051,158.224792,60.857669,0.016666667,1.064,,68,20.3,1.00E-13,QSO RLOUD FLAT RADIO SP.,147.891946,49.013672,0,4.20E-09,0.705
2276,[MML2015] 5BZB J1410+6100,212.628458,61.003558,0.016666667,0.384,,11,18.9,1.79E-12,BL LAC,106.89533,53.593459,0,,0.48
2798,[MML2015] 5BZQ J1722+6105,260.666917,61.099919,0.016666667,2.058,,154,19.1,1.20E-13,QSO RLOUD FLAT RADIO SP.,90.190383,34.170763,0,,0.676
915,[MML2015] 5BZB J0707+6110,106.752542,61.169889,0.016666667,,,425,16.4,,BL LAC,155.105824,25.379003,0,,0.489
727,[MML2015] 5BZB J0505+6113,76.494958,61.226639,0.016666667,,,22,18.7,7.10E-13,BL LAC,149.103596,12.089715,0,6.00E-10,0.34
3059,[MML2015] 5BZQ J2010+6116,302.705375,61.270889,0.016666667,0.87,,251,20.4,,QSO RLOUD FLAT RADIO SP.,95.057752,14.751197,0,,0.78
1456,[MML2015] 5BZQ J1017+6116,154.357833,61.274308,0.016666667,2.805,,404,18.1,2.10E-13,QSO RLOUD FLAT RADIO SP.,149.098653,47.274598,0,,0.664
2998,[MML2015] 5BZB J1927+6117,291.876792,61.292469,0.016666667,,,535,17.7,2.70E-13,BL LAC,92.726337,19.446894,409,9.00E-10,0.633
2933,[MML2015] 5BZQ J1835+6119,278.831958,61.327778,0.016666667,2.274,,588,18.4,1.30E-13,QSO RLOUD FLAT RADIO SP.,90.916757,25.471508,0,,0.722
251,[MML2015] 5BZB J0131+6120,22.780125,61.342608,0.016666667,,,20,18.8,4.25E-12,BL LAC,127.672217,-1.163378,0,2.70E-09,0.153
2023,[MML2015] 5BZB J1258+6120,194.586625,61.345969,0.016666667,0.224,,10,18.4,,BL LAC,121.459949,55.762532,0,,0.443
1841,[MML2015] 5BZU J1208+6121,182.154625,61.351808,0.016666667,0.275,,182,17.6,3.80E-13,BLAZAR UNCERTAIN TYPE,131.869957,55.027155,0,,0.492
1744,[MML2015] 5BZB J1143+6122,175.800458,61.369669,0.016666667,,,83,18,1.60E-13,BL LAC,136.731438,53.89241,0,8.00E-10,0.525
2012,[MML2015] 5BZQ J1255+6124,193.9375,61.414139,0.016666667,2.055,,99,19.8,1.80E-13,QSO RLOUD FLAT RADIO SP.,122.016465,55.706447,0,,0.69
2874,[MML2015] 5BZB J1800+6126,270.104792,61.437078,0.016666667,,,23,19.4,,BL LAC CANDIDATE,90.486897,29.632386,0,,0.519
2545,[MML2015] 5BZB J1542+6129,235.737208,61.498689,0.016666667,,,87,16,5.20E-13,BL LAC,95.392564,45.392377,0,6.40E-09,0.376
183,[MML2015] 5BZQ J0109+6133,17.443042,61.558469,0.016666667,0.783,,305,19.4,3.30E-13,QSO RLOUD FLAT RADIO SP.,125.113599,-1.23559,664,5.00E-10,0.503
3076,[MML2015] 5BZQ J2022+6136,305.527792,61.616328,0.016666667,0.228,,2097,17.7,6.00E-14,QSO RLOUD FLAT RADIO SP.,96.082823,13.775331,230,,0.74
3007,[MML2015] 5BZQ J1934+6138,293.6695,61.644889,0.016666667,1.749,,193,20.6,8.00E-14,QSO RLOUD FLAT RADIO SP.,93.41037,18.783868,0,,0.794
1042,[MML2015] 5BZQ J0805+6144,121.325583,61.74,0.016666667,3.033,,828,19.7,8.00E-13,QSO RLOUD FLAT RADIO SP.,155.046101,32.351061,0,1.00E-09,0.848
1339,[MML2015] 5BZG J0940+6148,145.0935,61.807278,0.016666667,0.211,,12,17.6,1.28E-12,BL LAC-GALAXY DOMINATED,151.605985,43.196871,0,6.00E-10,0.275
2747,[MML2015] 5BZB J1658+6150,254.53475,61.833889,0.016666667,0.374,,38,18.1,,BL LAC,91.597394,36.963908,0,,0.449
2997,[MML2015] 5BZB J1926+6154,291.707833,61.911778,0.016666667,,,23,17.1,1.92E-12,BL LAC,93.309198,19.744359,0,2.20E-09,0.331
1109,[MML2015] 5BZQ J0825+6157,126.410917,61.957969,0.016666667,0.542,,627,17,7.50E-13,QSO RLOUD FLAT RADIO SP.,154.556128,34.724695,0,,0.62
1082,[MML2015] 5BZB J0816+6208,124.179542,62.141439,0.016666667,,,85,18.8,4.00E-13,BL LAC CANDIDATE,154.467567,33.665452,0,,0.488
1031,[MML2015] 5BZB J0800+6210,120.01725,62.170639,0.016666667,,,5,19.3,4.40E-13,BL LAC CANDIDATE,154.560519,31.72308,0,,0.333
1287,[MML2015] 5BZQ J0921+6215,140.400958,62.264497,0.016666667,1.446,,946,18.7,,QSO RLOUD FLAT RADIO SP.,152.200318,40.993674,472,8.00E-10,0.798
1215,[MML2015] 5BZB J0859+6217,134.877583,62.291808,0.016666667,,,22,19.2,6.40E-13,BL LAC CANDIDATE,153.199985,38.542506,0,,0.454
1200,[MML2015] 5BZB J0854+6218,133.710667,62.313939,0.016666667,0.267,,387,18.3,8.20E-13,BL LAC,153.347896,38.012246,0,,0.691
2727,[MML2015] 5BZQ J1652+6232,253.006292,62.535858,0.016666667,1.633,,44,19.3,7.20E-13,QSO RLOUD FLAT RADIO SP.,92.649985,37.510808,0,,0.597
2153,[MML2015] 5BZB J1333+6235,203.35825,62.594969,0.016666667,,,7,19.7,1.40E-13,BL LAC,114.755911,53.861599,0,,0.522
2865,[MML2015] 5BZG J1755+6236,268.951792,62.61225,0.016666667,0.027,,288,9.3,7.80E-13,BL LAC-GALAXY DOMINATED,91.818349,30.217095,0,,-0.114
1610,[MML2015] 5BZQ J1101+6241,165.472708,62.697389,0.016666667,0.663,,727,18.7,5.60E-13,QSO RLOUD FLAT RADIO SP.,142.154515,50.144274,0,,0.771
2004,[MML2015] 5BZB J1253+6242,193.497542,62.715889,0.016666667,,,12,18.8,3.20E-13,BL LAC,122.429349,54.409872,0,3.00E-10,0.414
1767,[MML2015] 5BZB J1149+6243,177.358917,62.725689,0.016666667,,,19,19,,BL LAC,134.664371,52.967388,0,,0.479
1466,[MML2015] 5BZG J1020+6250,155.057375,62.836139,0.016666667,0.25,,30,17.8,4.30E-13,BL LAC-GALAXY DOMINATED,146.971338,46.613073,0,,0.369
1949,[MML2015] 5BZB J1237+6258,189.412792,62.978558,0.016666667,0.297,,13,18,2.28E-12,BL LAC,125.600381,54.078203,0,,0.387
2559,[MML2015] 5BZG J1548+6310,237.118417,63.180858,0.016666667,0.269,,27,17.6,,BL LAC-GALAXY DOMINATED,96.978088,43.98873,0,5.00E-10,0.343
1496,[MML2015] 5BZB J1027+6317,156.854,63.298058,0.016666667,,,26,18.7,7.20E-13,BL LAC,145.701923,46.959537,0,,0.452
1464,[MML2015] 5BZB J1019+6320,154.961958,63.333778,0.016666667,,,109,18.4,,BL LAC,146.437202,46.27536,0,3.00E-10,0.644
2779,[MML2015] 5BZQ J1715+6323,258.899792,63.393358,0.016666667,2.182,,36,18.2,6.00E-14,QSO RLOUD FLAT RADIO SP.,93.06891,34.719697,0,,0.478
2714,[MML2015] 5BZQ J1645+6330,251.493958,63.503028,0.016666667,2.379,,218,20.1,,QSO RLOUD FLAT RADIO SP.,94.050185,37.934406,268,,0.785
699,[MML2015] 5BZQ J0449+6332,72.347083,63.535939,0.016666667,0.781,,426,18.7,,QSO RLOUD FLAT RADIO SP.,146.036445,11.936871,406,,0.663
2391,[MML2015] 5BZQ J1443+6332,220.994167,63.540669,0.016666667,1.4,,690,17.1,1.80E-13,QSO RLOUD FLAT RADIO SP.,104.143966,49.280292,0,,0.63
2392,[MML2015] 5BZG J1444+6336,221.145417,63.601669,0.016666667,0.298,,18,18.5,1.32E-12,BL LAC-GALAXY DOMINATED,104.125311,49.190267,0,,0.292
2361,[MML2015] 5BZQ J1436+6336,219.190792,63.610528,0.016666667,2.068,,952,17,3.40E-13,QSO RLOUD FLAT RADIO SP.,105.173988,49.729191,367,,0.659
2031,[MML2015] 5BZB J1300+6344,195.073208,63.7445,0.016666667,,,15,20.7,4.00E-13,BL LAC,121.29132,53.355535,0,,0.666
2414,[MML2015] 5BZB J1451+6354,222.865458,63.905358,0.016666667,0.65,?,10,19,1.64E-12,BL LAC,103.559293,48.460934,0,,0.381
1344,[MML2015] 5BZQ J0942+6403,145.51625,64.053139,0.016666667,0.952,,75,20.2,,QSO RLOUD FLAT RADIO SP.,148.750073,42.367404,0,,0.707
1930,[MML2015] 5BZB J1231+6414,187.88075,64.238419,0.016666667,0.163,,59,16.6,2.49E-12,BL LAC,126.5048,52.751459,0,,0.399
1867,[MML2015] 5BZQ J1215+6422,183.95375,64.374578,0.016666667,3.233,,65,18.6,2.20E-13,QSO RLOUD FLAT RADIO SP.,129.219889,52.316585,0,,0.548
3049,[MML2015] 5BZQ J2006+6424,301.573708,64.412608,0.016666667,1.574,,519,18.5,1.20E-13,QSO RLOUD FLAT RADIO SP.,97.645491,16.734577,492,,0.695
1860,[MML2015] 5BZB J1213+6425,183.453375,64.42225,0.016666667,,,10,19.1,,BL LAC,129.545588,52.220172,0,,0.438
1076,[MML2015] 5BZB J0814+6431,123.66325,64.522808,0.016666667,,,88,17.5,2.90E-13,BL LAC,151.654415,33.203305,0,1.30E-09,0.523
2743,[MML2015] 5BZB J1657+6436,254.495708,64.611558,0.016666667,0.449,,5,20.6,1.50E-13,BL LAC,94.985209,36.386163,0,,0.552
1415,[MML2015] 5BZB J1006+6440,151.550917,64.669858,0.016666667,,,44,18.9,6.20E-13,BL LAC,146.165058,44.27982,0,,0.491
1034,[MML2015] 5BZB J0801+6444,120.258958,64.747108,0.016666667,0.2,?,12,18.9,6.70E-13,BL LAC CANDIDATE,151.528636,31.731821,0,,0.37
1996,[MML2015] 5BZQ J1252+6451,193.099125,64.860558,0.016666667,0.312,,43,17.9,1.01E-12,QSO RLOUD FLAT RADIO SP.,122.765562,52.267383,0,,0.426
2129,[MML2015] 5BZB J1327+6458,201.999042,64.969828,0.016666667,0.447,,39,19,,BL LAC,116.704978,51.714159,0,,0.54
3037,[MML2015] 5BZB J1959+6508,299.999417,65.148528,0.016666667,0.047,,250,11.9,3.23E-11,BL LAC,98.003389,17.669741,0,5.90E-09,0.079
1069,[MML2015] 5BZB J0812+6509,123.170167,65.153028,0.016666667,,,31,17.8,1.43E-12,BL LAC,150.933219,32.927929,0,4.00E-10,0.414
3266,[MML2015] 5BZU J2208+6519,332.012958,65.327439,0.016666667,1.121,,463,,,BLAZAR UNCERTAIN TYPE,106.941633,7.661635,0,1.00E-09,
2489,[MML2015] 5BZB J1517+6525,229.448208,65.423139,0.016666667,0.702,,38,16.5,1.18E-11,BL LAC,102.260799,45.388604,0,7.00E-10,0.278
2165,[MML2015] 5BZQ J1337+6532,204.316917,65.546189,0.016666667,0.946,,211,19.3,,QSO RLOUD FLAT RADIO SP.,115.43861,50.910076,0,,0.699
1398,[MML2015] 5BZB J0958+6533,149.696875,65.565219,0.016666667,0.367,,729,15.5,5.20E-13,BL LAC,145.746219,43.13163,1072,1.40E-09,0.497
718,[MML2015] 5BZB J0503+6534,75.774208,65.566997,0.016666667,,,76,17.4,5.05E-12,BL LAC CANDIDATE,145.271496,14.331711,0,,0.333
542,[MML2015] 5BZB J0333+6536,53.486417,65.615608,0.016666667,,,288,17.7,2.70E-13,BL LAC,138.677196,7.841677,0,8.00E-10,0.383
2952,[MML2015] 5BZB J1848+6537,282.094417,65.617308,0.016666667,0.364,,8,18.6,1.77E-12,BL LAC,95.872988,24.848463,0,,0.367
1377,[MML2015] 5BZB J0952+6538,148.134042,65.633669,0.016666667,,,59,18,3.80E-13,BL LAC,146.142197,42.550942,0,,0.406
3006,[MML2015] 5BZQ J1933+6540,293.488917,65.671358,0.016666667,1.687,,221,20,1.80E-13,QSO RLOUD FLAT RADIO SP.,97.345441,20.35652,89,,0.754
2802,[MML2015] 5BZQ J1723+6547,260.808917,65.796139,0.016666667,1.442,,239,16.9,7.00E-14,QSO RLOUD FLAT RADIO SP.,95.800319,33.565152,0,,0.525
